movie_rating
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
12
100
100
100
100
12
12
100
100
12
12
100
100
16
100
100
100
16
100
100
100
100
100
6
12
100
100
100
12
100
12
100
12
100
100
16
100
100
100
12
6
12
100
16
100
12
100
12
12
100
12
18
100
12
12
16
12
12
12
100
100
100
12
100
12
100
18
12
12
16
18
100
100
12
100
12
12
0
16
100
12
12
12
6
16
100
100
100
100
12
100
100
12
12
100
100
16
12
12
16
6
100
12
12
12
16
12
12
6
12
16
16
6
12
12
16
12
0
100
12
18
6
100
16
12
100
0
12
100
12
6
16
100
12
0
16
12
6
12
16
12
16
100
12
12
100
16
16
16
6
100
16
16
12
100
16
0
0
18
16
0
16
18
12
6
12
12
0
0
100
12
12
16
12
12
100
6
6
16
16
16
6
18
12
100
12
16
100
12
12
16
12
6
16
100
12
100
0
12
0
100
6
12
6
12
12
18
12
16
16
12
0
18
12
12
16
100
6
12
12
12
12
12
100
12
16
16
12
12
12
16
12
100
12
100
12
12
12
6
12
16
12
16
6
12
12
12
0
6
12
12
12
16
6
0
100
16
12
6
12
0
16
100
16
6
0
12
100
18
100
0
16
12
100
16
12
6
0
16
0
12
6
16
12
16
16
100
12
12
12
12
12
0
12
0
0
12
16
100
100
0
12
0
12
12
16
12
100
16
12
16
100
0
12
100
12
12
0
6
16
12
12
16
16
6
100
16
100
100
100
100
100
12
18
0
12
6
100
12
12
6
0
16
12
16
12
100
100
0
0
6
12
6
12
12
16
12
12
12
12
100
12
100
0
6
12
16
0
100
100
100
6
0
12
16
12
12
12
18
12
0
12
18
16
0
0
100
16
12
16
0
0
16
6
16
16
16
0
16
18
16
16
0
16
0
12
12
100
12
0
0
6
18
0
12
12
6
0
100
100
0
12
0
12
6
12
16
6
100
16
16
12
100
100
100
12
6
0
16
0
0
12
16
16
16
0
18
0
6
16
16
12
6
16
16
16
6
16
6
100
16
18
12
16
0
100
12
12
12
0
6
12
16
16
6
100
6
0
12
100
16
16
100
6
12
100
16
100
0
16
12
100
16
16
0
100
100
16
16
6
12
100
12
0
12
12
16
12
12
16
16
0
6
16
16
16
12
12
100
16
16
100
12
100
18
0
12
16
0
16
12
0
16
6
12
6
12
0
12
100
12
12
12
100
100
16
6
12
100
16
16
12
16
16
18
16
100
12
0
6
16
12
12
16
12
12
16
12
12
16
12
0
12
0
16
18
12
12
16
12
16
6
12
16
6
100
12
16
6
12
0
16
16
16
0
16
18
16
12
12
12
16
16
6
6
16
100
6
12
6
16
6
100
6
0
16
12
100
16
0
12
6
6
16
0
100
0
0
12
12
100
12
16
12
12
12
16
12
100
12
100
16
16
12
12
12
6
100
12
6
6
12
16
6
12
16
16
100
12
12
16
0
16
12
12
0
6
16
12
16
100
12
6
16
12
100
0
0
18
16
12
16
6
16
100
12
12
12
6
6
18
18
6
100
16
12
12
16
12
18
12
16
16
6
12
12
6
12
16
12
100
6
16
12
6
12
16
12
100
0
18
12
0
16
18
16
100
100
6
100
12
12
16
12
12
100
0
16
16
16
12
0
100
12
12
16
18
16
12
6
18
12
12
12
16
16
100
12
0
0
6
6
12
12
0
0
12
100
16
0
6
12
12
16
18
16
18
6
16
12
0
12
12
12
0
18
6
18
16
16
6
16
6
16
0
12
12
16
16
12
12
12
16
12
12
12
16
0
16
12
0
6
16
0
12
16
6
16
12
18
12
100
0
6
16
12
18
12
12
0
16
6
12
16
12
12
12
16
16
0
18
6
0
12
6
16
12
16
16
6
16
12
12
12
0
12
18
100
100
16
16
0
0
12
16
100
18
12
18
12
18
12
0
100
6
16
12
100
18
100
6
16
16
12
16
12
100
12
16
0
0
16
6
16
0
16
100
16
12
100
6
16
16
6
12
16
100
16
12
16
0
0
0
100
16
12
16
16
16
12
100
16
16
6
16
18
6
6
12
12
0
18
16
0
100
16
12
18
12
12
16
100
16
16
18
12
16
6
16
16
12
12
0
0
12
0
0
6
12
100
16
16
6
12
6
12
100
12
12
18
0
6
12
12
12
100
6
100
100
6
12
12
0
6
16
12
16
12
18
18
18
16
0
18
12
16
12
12
18
16
16
12
16
100
12
0
16
12
6
100
100
12
16
0
16
16
16
12
0
6
18
0
16
12
0
12
100
12
12
16
0
16
16
6
6
100
16
16
0
100
18
16
12
16
16
100
12
12
0
16
12
16
12
16
6
0
16
12
0
6
100
12
0
12
100
18
12
12
12
0
0
12
16
0
100
16
0
12
12
16
12
0
12
12
100
12
16
16
16
16
6
16
12
12
12
0
6
16
16
0
100
12
12
6
0
0
12
16
12
12
16
12
16
16
12
12
100
12
16
12
100
16
6
16
12
100
12
12
100
16
16
16
12
0
16
6
18
12
16
18
16
12
12
16
16
12
0
100
16
16
100
12
100
300
6
100
16
6
100
12
6
16
16
18
12
0
16
100
12
100
12
18
16
12
100
12
12
18
0
18
12
0
16
16
100
100
12
16
12
18
12
6
6
12
6
12
16
16
100
16
12
18
16
16
16
12
16
12
100
0
16
16
100
100
0
16
12
12
16
12
16
16
6
16
12
16
16
12
16
6
16
12
12
12
18
18
0
18
12
16
18
12
100
16
100
16
16
18
100
100
16
6
12
12
12
18
12
12
18
16
12
16
16
16
0
16
6
6
6
6
12
100
12
12
0
6
16
18
100
100
100
100
12
0
0
12
12
16
6
0
12
16
12
16
16
18
6
16
16
12
6
6
100
16
12
12
12
12
12
12
16
6
12
100
12
12
100
16
12
16
12
16
16
12
12
16
16
16
16
100
12
100
100
16
6
100
100
16
100
100
16
12
12
6
6
16
16
12
0
6
16
16
6
0
12
12
6
16
6
12
18
0
12
0
100
16
12
12
100
6
12
12
16
16
12
12
12
100
100
16
6
16
16
0
18
12
18
100
12
16
16
100
18
12
12
16
12
16
16
12
18
16
16
0
16
6
12
12
0
0
12
12
18
16
100
12
12
0
12
16
16
12
16
12
0
12
100
16
12
16
12
16
12
16
100
100
6
6
16
18
12
16
12
12
12
100
6
6
16
12
6
16
100
12
12
12
12
12
0
12
16
12
16
12
16
100
16
6
6
100
12
16
100
16
0
12
16
100
16
12
16
12
0
100
0
6
100
12
12
12
16
6
0
12
12
12
12
12
16
16
100
6
16
0
16
16
12
12
12
12
16
16
6
100
12
12
16
12
0
12
12
6
16
16
6
12
100
100
12
12
16
16
12
16
16
12
16
0
6
6
18
12
16
16
16
12
16
100
16
12
0
6
16
12
12
16
6
12
0
100
6
12
16
12
16
100
16
0
16
16
100
6
16
16
0
18
16
12
18
12
12
16
6
12
6
12
0
12
6
12
6
12
16
0
12
16
16
100
100
100
100
18
0
12
12
16
6
16
16
100
6
16
6
12
16
12
0
16
0
6
16
6
16
12
12
12
12
16
6
100
12
12
16
16
16
0
12
6
12
100
12
12
12
16
0
6
16
12
12
0
12
0
12
12
12
12
0
12
100
12
12
12
16
16
12
16
6
12
16
100
0
12
100
100
12
16
16
100
6
18
16
16
12
12
16
16
12
12
100
16
6
12
16
16
6
16
6
6
16
16
0
12
12
6
16
6
6
12
12
6
12
18
100
100
12
12
18
100
12
16
16
100
6
16
6
12
12
12
16
0
16
16
12
12
12
100
100
100
12
16
12
16
16
0
16
12
6
16
16
12
100
100
0
12
12
12
12
6
12
100
12
12
16
100
100
18
16
12
16
12
12
18
16
12
18
6
12
12
12
6
12
12
12
16
16
6
12
6
12
18
18
12
18
12
12
0
0
100
12
12
6
16
6
16
0
12
12
6
6
12
16
12
12
6
16
0
12
6
18
6
0
12
16
12
0
16
16
16
12
16
16
16
16
6
100
100
12
12
16
12
16
6
12
0
16
12
0
12
16
12
0
100
6
12
100
18
16
16
6
12
16
16
0
0
100
16
16
12
16
12
100
6
12
12
16
18
12
100
18
16
12
12
100
100
12
18
12
6
12
12
0
16
16
16
16
12
100
16
0
100
12
0
16
16
12
12
100
18
12
12
16
16
12
0
12
16
12
100
6
6
12
6
16
12
6
12
100
6
16
18
6
100
0
0
12
12
100
12
18
100
16
18
12
12
6
6
0
16
12
12
100
16
0
12
12
16
100
12
100
16
12
18
0
16
16
100
12
16
16
100
12
0
16
12
18
12
12
12
16
12
12
100
0
12
12
16
12
12
12
12
12
0
12
6
0
12
0
12
12
16
16
16
12
12
100
12
6
100
100
12
16
12
12
16
16
12
12
16
16
12
12
12
12
12
100
16
12
6
0
12
16
16
6
18
12
12
12
6
16
6
16
12
6
16
16
12
18
100
6
6
12
16
12
16
6
16
16
12
100
12
6
6
6
12
12
16
12
18
12
6
0
12
16
12
100
16
18
12
12
16
16
16
16
12
12
12
12
0
16
12
12
6
6
100
12
12
12
6
16
12
16
12
16
12
18
16
12
16
12
100
100
12
16
12
16
18
16
16
0
16
12
16
6
18
100
6
16
100
16
100
6
12
12
16
6
16
12
16
6
0
12
16
12
12
0
12
6
18
6
12
100
16
100
12
6
6
12
0
16
18
100
100
12
12
6
6
12
12
6
12
6
16
6
12
100
6
16
12
16
18
100
0
6
16
12
12
12
12
6
12
100
0
6
16
12
100
12
6
12
12
12
12
0
100
16
16
100
16
100
12
18
6
100
6
0
18
12
12
16
12
12
6
12
12
16
12
12
12
0
6
100
100
12
12
18
16
12
12
16
12
6
6
16
18
100
18
18
16
12
6
16
12
12
12
16
18
6
12
12
100
12
0
12
100
12
100
12
18
16
6
12
12
12
18
6
16
100
12
6
18
6
6
100
12
6
6
12
100
16
16
0
12
12
6
16
16
100
12
12
16
18
16
16
16
16
16
12
0
0
12
16
12
16
16
16
16
16
18
12
16
0
12
16
18
12
18
18
12
12
100
12
12
6
12
0
16
12
100
18
100
16
16
100
16
16
12
6
6
100
16
16
12
12
18
16
100
100
0
16
16
0
100
16
12
6
16
16
12
100
16
12
100
12
18
16
12
100
12
12
12
16
0
100
12
12
12
100
12
100
12
12
6
12
16
12
6
16
100
12
18
12
16
12
12
12
100
16
16
16
100
12
12
16
18
16
0
12
0
16
100
100
6
12
6
6
6
12
12
12
6
12
16
16
16
6
12
0
6
12
16
12
12
6
12
16
16
16
16
16
12
6
16
12
12
12
16
12
12
16
18
16
16
16
100
0
6
100
100
12
18
12
6
12
12
16
100
0
16
16
12
0
12
12
6
12
0
100
0
6
16
12
100
12
12
12
16
12
12
100
6
12
18
18
12
12
12
12
12
16
18
100
16
18
12
100
0
100
16
12
16
16
12
12
16
0
0
12
16
12
12
16
12
12
6
0
18
100
100
12
12
6
16
6
6
100
18
0
12
100
12
16
12
6
12
16
18
6
16
0
0
16
6
12
12
16
16
12
16
6
12
16
12
0
16
0
16
0
12
18
6
12
16
12
12
12
16
16
0
6
100
12
100
18
16
16
12
12
12
12
12
0
6
0
6
6
16
100
16
100
16
100
12
6
6
12
16
12
12
6
12
0
12
12
12
100
100
100
18
12
100
18
12
16
16
6
100
12
16
16
12
100
12
12
12
16
100
12
12
100
12
100
12
18
16
16
16
12
12
12
12
100
16
16
12
12
100
6
12
16
16
12
100
100
12
12
12
100
16
16
12
12
12
12
12
12
6
100
6
6
0
12
16
12
12
6
12
12
12
100
16
0
16
6
100
0
100
16
16
16
6
12
6
16
12
6
16
16
12
0
16
16
6
18
100
12
12
100
12
100
12
18
12
16
16
0
16
6
16
0
12
12
16
100
6
100
12
6
16
16
16
16
100
16
12
0
16
12
12
6
12
0
16
16
18
100
6
12
0
12
16
12
12
16
12
16
16
16
16
12
12
16
100
16
16
16
6
6
12
12
16
16
16
16
16
16
12
6
18
12
12
12
16
12
12
12
6
6
12
16
12
16
0
12
12
16
6
6
12
6
12
16
6
16
12
0
12
0
12
6
100
12
12
6
100
12
16
0
12
6
0
12
6
0
6
6
16
6
100
12
12
12
12
12
12
6
12
12
12
12
0
12
16
18
12
16
12
16
100
18
12
12
12
0
16
16
100
18
12
12
16
6
6
12
12
0
12
12
12
16
12
100
6
12
6
100
16
6
12
12
16
16
12
12
0
100
12
12
6
0
0
0
12
100
16
16
16
12
16
100
100
18
16
100
12
12
18
12
12
12
12
6
18
12
12
12
16
18
12
12
16
16
16
12
16
6
18
0
16
12
16
12
12
6
12
16
16
16
16
12
16
12
0
100
12
16
16
16
16
16
0
16
6
100
12
0
16
16
0
6
12
16
12
12
6
16
12
100
16
0
12
12
16
16
16
100
100
18
12
12
12
12
18
16
16
12
16
16
16
6
6
100
12
0
0
6
12
16
100
6
16
100
6
16
16
0
100
0
12
16
12
6
0
12
12
16
6
16
12
12
16
6
100
16
16
16
12
12
16
16
12
12
100
0
16
16
100
16
16
18
12
18
16
12
16
0
12
0
12
16
100
100
12
6
16
12
12
0
100
18
12
12
12
16
16
16
0
16
16
12
0
100
12
18
